Region,Sub-region,Country,Year,Kidnapping,Rate,Robbery,Rate,Serious Assault,Rate,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asia,Western Asia,Jordan,2017,274.3333333,4.037,593,6.06,40228.33333,594.5777778,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asia,Western Asia,Lebanon,2008,494.5,8.954714286,625,42.691,"7,950",166.84,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asia,Western Asia,Lebanon,2009,899,18.867,625,42.691,"9,100",189.07,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asia,Western Asia,Lebanon,2010,573,11.905,625,42.691,"9,496",191.72,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asia,Western Asia,Lebanon,2011,559,11.286,625,42.691,"8,956",172.16,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asia,Western Asia,Lebanon,2012,653,12.553,625,42.691,"8,658",156.34,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asia,Western Asia,Lebanon,2013,910,16.432,625,42.691,"8,222",139.05,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asia,Western Asia,Lebanon,2014,"1,214",20.531,625,42.691,"8,514",135.98,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asia,Western Asia,Lebanon,2015,"1,056",16.866,"2,789",42.691,"7,769",118.92,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asia,Western Asia,Lebanon,2016,"1,005",15.383,625,42.691,"7,491",111.57,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asia,Western Asia,Oman,2007,13,0.489,625,1.99725,"1,790",67.37,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asia,Western Asia,Oman,2008,9,0.327,625,1.99725,"2,083",75.72,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asia,Western Asia,Oman,2014,7,0.174,174,4.321,40,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asia,Western Asia,Oman,2015,6,0.141,73,1.711,44,1.03,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asia,Western Asia,Oman,2016,5,0.112,56,1.25,41,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asia,Western Asia,Oman,2017,14,0.3,33,0.707,64,1.37,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asia,Western Asia,Saudi Arabia,2003,590,1.782,"3,075",9.29,1141,3.475,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asia,Western Asia,Saudi Arabia,2015,590,1.782,"3,075",9.29,437,1.38,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asia,Western Asia,Saudi Arabia,2016,590,1.782,"3,075",9.29,1141,3.475,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asia,Western Asia,Saudi Arabia,2017,590,1.782,"3,075",9.29,"1,845",5.57,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asia,Western Asia,Palestine,2003,126,3.661,2717.5,64.663,"5,283",153.49,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asia,Western Asia,Palestine,2004,167,4.765,2717.5,64.663,"5,812",165.82,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asia,Western Asia,Palestine,2005,202,5.646,2717.5,64.663,"6,572",183.68,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asia,Western Asia,Palestine,2006,92.28571429,2.557285714,2717.5,64.663,2700.428571,76.15,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asia,Western Asia,Palestine,2007,92.28571429,2.557285714,2717.5,64.663,2700.428571,76.15,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asia,Western Asia,Palestine,2008,83,2.152,2717.5,64.663,2700.428571,76.15,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asia,Western Asia,Palestine,2009,23,0.581,2717.5,64.663,263,6.64,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asia,Western Asia,Palestine,2010,21,0.518,"2,843",70.094,286,7.05,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asia,Western Asia,Palestine,2011,24,0.578,"2,297",55.349,340,8.19,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asia,Western Asia,Palestine,2012,92.28571429,2.557285714,"1,996",47.053,347,8.18,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asia,Western Asia,Palestine,2013,92.28571429,2.557285714,"3,734",86.156,2700.428571,76.15,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asia,Western Asia,Turkey,2003,"7,753",11.731,23008,29.88185714,"91,997",139.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asia,Western Asia,Turkey,2004,"7,624",11.377,23008,29.88185714,"97,145",144.97,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asia,Western Asia,Turkey,2005,"8,737",12.867,23008,29.88185714,"105,721",155.69,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asia,Western Asia,Turkey,2006,"10,519",15.299,23008,29.88185714,"138,937",202.07,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asia,Western Asia,Turkey,2007,"9,455",13.588,23008,29.88185714,"121,913",175.21,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asia,Western Asia,Turkey,2008,"10,764",15.286,23008,29.88185714,"166,430",236.34,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asia,Western Asia,Turkey,2009,"12,700",17.807,23008,29.88185714,"194,059",272.09,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asia,Western Asia,Turkey,2010,"13,586",18.784,"8,581",11.864,"220,882",305.39,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asia,Western Asia,Turkey,2011,"13,584",18.496,"9,662",13.156,"238,395",324.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asia,Western Asia,Turkey,2012,"13,431",17.992,"10,303",13.802,"262,330",351.41,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asia,Western Asia,Turkey,2013,"31,196",41.088,"28,854",38.003,"74,938",98.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asia,Western Asia,Turkey,2014,"32,953",42.669,"42,602",55.163,"79,405",102.82,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asia,Western Asia,Turkey,2015,"31,910",40.635,"33,931",43.208,"87,554",111.49,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asia,Western Asia,Turkey,2016,"26,766",33.53,"27,123",33.977,"69,896",87.56,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asia,Western Asia,United Arab Emirates,2003,434,11.692,816.1666667,8.742333333,421.375,6.29875,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asia,Western Asia,United Arab Emirates,2004,506,12.435,816.1666667,8.742333333,421.375,6.29875,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asia,Western Asia,United Arab Emirates,2005,862,18.788,816.1666667,8.742333333,717,15.63,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asia,Western Asia,United Arab Emirates,2006,971,18.321,816.1666667,8.742333333,758,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asia,Western Asia,United Arab Emirates,2010,76.33333333,6.6177,45,0.492,421.375,6.29875,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asia,Western Asia,United Arab Emirates,2011,76.33333333,6.6177,719,7.817,421.375,6.29875,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asia,Western Asia,United Arab Emirates,2012,73,0.799,715,7.76,378,4.13,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asia,Western Asia,United Arab Emirates,2013,94,1.022,826,8.917,311,3.38,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asia,Western Asia,United Arab Emirates,2014,69,0.749,"1,028",10.982,316,3.43,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asia,Western Asia,United Arab Emirates,2015,82,0.885,"1,564",16.486,320,3.45,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asia,Western Asia,United Arab Emirates,2016,73,0.78,816.1666667,8.742333333,348,3.72,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asia,Western Asia,United Arab Emirates,2017,67,0.706,816.1666667,8.742333333,223,2.35,,,,,,,,,,,,,,,,,,,,,,,,,,,
